2024-05-05 20:22:14.121	INFO	[main /resources/app/packages/main/index.ts:28:8 Object.<anonymous>]	Electron version: 26.0.0
2024-05-05 20:22:14.211	INFO	[main /resources/app/packages/main/index.ts:29:8 Object.<anonymous>]	Chromium version: 116.0.5845.82
2024-05-05 20:22:14.212	INFO	[main /resources/app/packages/main/index.ts:30:8 Object.<anonymous>]	Node version: 18.16.1
2024-05-05 20:22:14.349	SILLY	[main /resources/app/packages/main/storageManager/index.ts:68:12 ys.<anonymous>]	configuration saved
2024-05-05 20:22:14.465	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module WindowManager-v1.0.0 loaded.
2024-05-05 20:22:14.466	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module StorageManager-v1.0.0 loaded.
2024-05-05 20:22:14.466	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module CoreLoader-v1.0.0 loaded.
2024-05-05 20:22:14.467	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module DeviceDetector-v1.0.0 loaded.
2024-05-05 20:22:14.468	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module DownloadManager-v1.0.0 loaded.
2024-05-05 20:22:14.468	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module ComponentManager-v1.0.0 loaded.
2024-05-05 20:22:15.534	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.WindowManager:isMaximized
2024-05-05 20:22:15.536	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:upgrade
2024-05-05 20:22:15.537	INFO	[main /resources/app/packages/main/coreLoader/index.ts:327:12 cn.Upgrade]	Start upgrade core
2024-05-05 20:22:15.539	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.540	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.540	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.542	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.542	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.543	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-05 20:22:15.611	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-05 20:22:15.612	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.619	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.623	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.624	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.625	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.626	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-05 20:22:15.627	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:LogDebug
2024-05-05 20:22:15.627	DEBUG	[renderer /resources/app/packages/main/utils/logger.ts:42:24 func]	
