2024-05-06 08:05:27.761	INFO	[main /resources/app/packages/main/index.ts:28:8 Object.<anonymous>]	Electron version: 26.0.0
2024-05-06 08:05:27.860	INFO	[main /resources/app/packages/main/index.ts:29:8 Object.<anonymous>]	Chromium version: 116.0.5845.82
2024-05-06 08:05:27.860	INFO	[main /resources/app/packages/main/index.ts:30:8 Object.<anonymous>]	Node version: 18.16.1
2024-05-06 08:05:28.014	SILLY	[main /resources/app/packages/main/storageManager/index.ts:68:12 ys.<anonymous>]	configuration saved
2024-05-06 08:05:28.150	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module WindowManager-v1.0.0 loaded.
2024-05-06 08:05:28.150	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module StorageManager-v1.0.0 loaded.
2024-05-06 08:05:28.150	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module CoreLoader-v1.0.0 loaded.
2024-05-06 08:05:28.151	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module DeviceDetector-v1.0.0 loaded.
2024-05-06 08:05:28.151	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module DownloadManager-v1.0.0 loaded.
2024-05-06 08:05:28.152	INFO	[main /resources/app/packages/main/index.ts:62:14 _c]	module ComponentManager-v1.0.0 loaded.
2024-05-06 08:05:29.093	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.WindowManager:isMaximized
2024-05-06 08:05:29.095	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:upgrade
2024-05-06 08:05:29.096	INFO	[main /resources/app/packages/main/coreLoader/index.ts:327:12 cn.Upgrade]	Start upgrade core
2024-05-06 08:05:29.097	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.098	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.098	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.099	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.099	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.099	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:get
2024-05-06 08:05:29.187	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.188	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.195	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.197	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.198	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.199	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.200	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:29.201	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:LogDebug
2024-05-06 08:05:29.201	DEBUG	[renderer /resources/app/packages/main/utils/logger.ts:42:24 func]	
2024-05-06 08:05:29.202	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.WindowManager:loaded
2024-05-06 08:05:29.203	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:40:10 ipcMainSend]	Send ipcRenderer event: renderer.AppearanceManager:systemThemeUpdated
2024-05-06 08:05:29.204	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:40:10 ipcMainSend]	Send ipcRenderer event: renderer.WindowManager:loaded
2024-05-06 08:05:29.209	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.AppearanceManager:themeUpdated
2024-05-06 08:05:29.251	SILLY	[main /resources/app/packages/main/storageManager/index.ts:68:12 ys.<anonymous>]	configuration saved
2024-05-06 08:05:29.949	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.964	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:updateTaskJson
2024-05-06 08:05:29.966	INFO	[main /resources/app/packages/main/coreLoader/index.ts:323:12 cn.UpdateTaskJson]	[UpdateTaskJson] CN updated
2024-05-06 08:05:29.967	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.971	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:updateTaskJson
2024-05-06 08:05:29.972	INFO	[main /resources/app/packages/main/coreLoader/index.ts:323:12 cn.UpdateTaskJson]	[UpdateTaskJson] YoStarEN updated
2024-05-06 08:05:29.973	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.977	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:updateTaskJson
2024-05-06 08:05:29.978	INFO	[main /resources/app/packages/main/coreLoader/index.ts:323:12 cn.UpdateTaskJson]	[UpdateTaskJson] YoStarJP updated
2024-05-06 08:05:29.986	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.993	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:updateTaskJson
2024-05-06 08:05:29.994	INFO	[main /resources/app/packages/main/coreLoader/index.ts:323:12 cn.UpdateTaskJson]	[UpdateTaskJson] YoStarKR updated
2024-05-06 08:05:29.995	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:29.999	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:updateTaskJson
2024-05-06 08:05:30.000	INFO	[main /resources/app/packages/main/coreLoader/index.ts:323:12 cn.UpdateTaskJson]	[UpdateTaskJson] txwy updated
2024-05-06 08:05:30.001	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:isInDev
2024-05-06 08:05:30.193	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:LogInfo
2024-05-06 08:05:30.193	INFO	[renderer /resources/app/packages/main/utils/logger.ts:50:24 func]	
2024-05-06 08:05:30.195	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.StorageManager:set
2024-05-06 08:05:30.196	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:load
2024-05-06 08:05:30.254	INFO	[main /resources/app/packages/main/coreLoader/index.ts:109:16 cn.load]	core loaded: version v5.2.2
2024-05-06 08:05:30.255	SILLY	[main /resources/app/packages/main/storageManager/index.ts:68:12 ys.<anonymous>]	configuration saved
2024-05-06 08:05:30.255	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:getOsPlatform
2024-05-06 08:05:30.256	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:getLibPath
2024-05-06 08:05:30.257	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:loadResource
2024-05-06 08:05:30.362	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:loadResource
2024-05-06 08:05:30.390	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:LogInfo
2024-05-06 08:05:30.390	INFO	[renderer /resources/app/packages/main/utils/logger.ts:50:24 func]	
2024-05-06 08:05:30.391	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:getCoreVersion
2024-05-06 08:05:30.391	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.ComponentManager:getStatus
2024-05-06 08:05:30.393	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.Util:getUiVersion
2024-05-06 08:05:32.760	INFO	[main /resources/app/packages/main/componentManager/utils/update.ts:65:14 Ss.checkUpdate]	[Component Installer | Maa Core] Attempting to find OTA update asset: MAAComponent-OTA-v5.2.2_v5.2.4-alpha.1.d023.g76b03fdda-linux-x86_64.tar.gz
2024-05-06 08:05:32.760	WARN	[main /resources/app/packages/main/componentManager/utils/update.ts:90:16 Ss.checkUpdate]	[Component Installer | Maa Core] Unable to acquire OTA update asset, attempting to obtain full update asset
2024-05-06 08:05:32.761	ERROR	[main /resources/app/packages/main/componentManager/utils/update.ts:101:14 Ss.checkUpdate]	[Component Installer | Maa Core] Failed to retrieve core update asset
2024-05-06 08:05:32.762	SILLY	[main /resources/app/packages/main/utils/ipc-main.ts:26:12 <anonymous>]	Receive ipcMain event: main.CoreLoader:getCoreVersion
